Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
SAIPEM;IT0005495657;2SPM;"Euronext After Hours Milan";EUR;1.4535;1.454;1.4425;1.4515;"05/04/2023 20:29";CET;126001;182591.60;-;-
SAIPEM;IT0005495657;SPM;"Euronext Milan";EUR;1.452;1.475;1.437;1.444;"06/04/2023 17:35";CET;18187939;26518656.69;-;-
"SAIPEM RISP CV";IT0005495673;SPMR;"Euronext Milan";EUR;77.00;77.00;77.00;77.00;"10/01/2023 00:00";CET;5;385.00;-;-
"SALCEF GROUP";IT0005388266;SCF;"Euronext Milan";EUR;21.30;21.55;21.30;21.50;"06/04/2023 17:35";CET;21739;466483.60;-;-
SALMAR;NO0010310956;SALM;"Oslo Børs";NOK;440.00;440.10;429.60;433.00;"05/04/2023 13:08";CET;175629;76009789.80;-;-
"SALMON EVOLUTION";NO0010892094;SALME;"Oslo Børs";NOK;8.11;8.20;8.10;8.20;"05/04/2023 13:09";CET;91023;741952.69;-;-
"SALMONES CAMANCHAC";NO0012451915;SACAM;"Oslo Børs";NOK;47.00;47.60;47.00;47.20;"03/04/2023 16:03";CET;1051;49655.60;-;-
"SALV FERRAGAMO";IT0004712375;2SFER;"Euronext After Hours Milan";EUR;16.95;16.95;16.95;16.95;"03/04/2023 18:05";CET;300;5085.00;-;-
"SALV FERRAGAMO";IT0004712375;SFER;"Euronext Milan";EUR;16.77;16.83;16.42;16.54;"06/04/2023 17:35";CET;106743;1772613.66;-;-
"SAMBA DIGITAL";PTDGL0AM0003;MLSMB;"Euronext Access Lisbon";EUR;6.85;6.85;6.85;6.85;"31/03/2023 15:30";BST;200;1370.00;-;-
SAMSE;FR0000060071;SAMS;"Euronext Paris";EUR;189.50;190.00;189.00;189.50;"06/04/2023 17:17";CET;54;10235.00;-;-
"SANDNES SPAREBANK";NO0006001007;SADG;"Oslo Børs";NOK;88.00;88.00;88.00;88.00;"05/04/2023 13:05";CET;1030;90640.00;-;-
SANLORENZO;IT0003549422;SL;"Euronext Milan";EUR;40.80;41.00;39.60;39.70;"06/04/2023 17:35";CET;26054;1048970.40;-;-
SANOFI;FR0000120578;2SAN;"Euronext After Hours Milan";EUR;91.00;91.00;88.50;88.50;"01/02/2023 00:00";CET;59;5356.50;-;-
SANOFI;FR0000120578;1SAN;BITGEM;EUR;101.84;102.82;101.84;102.40;"06/04/2023 16:44";CET;861;88146.18;-;-
SANOFI;FR0000120578;SAN;"Euronext Paris";EUR;101.26;103.00;101.16;102.44;"06/04/2023 17:39";CET;2147398;219879212.46;-;-
"SANOFI NV23";FR001400ED05;SANNV;"Euronext Paris";EUR;98.82;98.82;98.82;98.82;"06/04/2023 16:30";CET;8122;802616.04;-;-
SAP;DE0007164600;2SAP;"Euronext After Hours Milan";EUR;104.60;104.60;104.60;104.60;"23/01/2023 00:00";CET;10;1046.00;-;-
SAP;DE0007164600;1SAP;BITGEM;EUR;116.26;117.48;116.26;116.72;"06/04/2023 17:10";CET;217;25366.10;-;-
SAPMER;FR0010776617;ALMER;"Euronext Growth Paris";EUR;12.00;12.00;12.00;12.00;"06/04/2023 11:30";CET;166;1992.00;-;-
SARAS;IT0000433307;SRS;"Euronext Milan";EUR;1.326;1.338;1.306;1.3125;"06/04/2023 17:35";CET;5881899;7759155.62;-;-
"SARTORIUS STED BIO";FR0013154002;DIM;"Euronext Paris";EUR;287.10;291.00;283.10;288.00;"06/04/2023 17:35";CET;42465;12205269.80;-;-
"SAS AB";SE0003366871;SASNO;"Oslo Børs";NOK;0.3967;0.4024;0.396;0.4004;"05/04/2023 13:05";CET;100846;40465.50;-;-
SATS;NO0010863285;SATS;"Oslo Børs";NOK;8.25;8.30;8.20;8.20;"05/04/2023 13:05";CET;97724;807230.12;-;-
SAVENCIA;FR0000120107;SAVE;"Euronext Paris";EUR;61.00;61.40;61.00;61.20;"06/04/2023 17:35";CET;659;40365.40;-;-
"SAVONNERIE NYONS";FR0013155975;MLSDN;"Euronext Access Paris";EUR;31.00;31.00;31.00;31.00;"03/04/2023 11:30";CET;20;620.00;-;-
"SBM OFFSHORE";NL0000360618;SBMO;"Euronext Amsterdam";EUR;13.55;13.83;13.55;13.74;"06/04/2023 17:35";CET;371542;5102438.67;-;-
SCANA;NO0003053308;SCANA;"Oslo Børs";NOK;1.416;1.45;1.37;1.43;"05/04/2023 13:08";CET;907272;1277188.39;-;-
SCATEC;NO0010715139;SCATC;"Oslo Børs";NOK;73.25;74.45;72.35;73.15;"05/04/2023 13:05";CET;165302;12135721.95;-;-
SCBSM;FR0006239109;CBSM;"Euronext Paris";EUR;9.70;9.70;9.70;9.70;"06/04/2023 15:59";CET;2;19.40;-;-
SCEMI;FR0010972091;MLCMI;"Euronext Access Paris";EUR;4.38;4.38;4.38;4.38;"06/04/2023 14:46";CET;329;1441.02;-;-
"SCHEERD.V KERCHOVE";BE0012378593;SCHD;"Euronext Brussels";EUR;492.00;492.00;492.00;492.00;"03/04/2023 16:30";CET;25;12300.00;-;-
"SCHIBSTED SER. A";NO0003028904;SCHA;"Oslo Børs";NOK;175.45;176.40;171.60;175.05;"05/04/2023 13:05";CET;164650;28663007.75;-;-
"SCHIBSTED SER. B";NO0010736879;SCHB;"Oslo Børs";NOK;165.40;166.80;163.50;165.30;"05/04/2023 13:05";CET;66240;10933308.20;-;-
SCHLUMBERGER;AN8068571086;SLB;"Euronext Paris";EUR;46.22;46.745;45.72;45.72;"06/04/2023 17:35";CET;3363;155434.72;-;-
"SCHNEIDER ELECTRIC";FR0000121972;SU;"Euronext Paris";EUR;143.20;143.24;141.38;142.64;"06/04/2023 17:35";CET;842653;120033735.88;-;-
"SCHOBRUNN PARIS";FR0010961920;MLSCH;"Euronext Access Paris";EUR;24.80;24.80;24.80;24.80;"08/02/2022 11:30";CET;13;322.40;-;-
SCHREDER;BE0059682279;-;"Euronext Expert Market";EUR;5601.00;5601.00;5601.00;5601.00;"27/09/2022 11:30";CET;10;56010.00;-;-
"SCHREDER BE";BE0023885230;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
"SCIENTIA SCHOOL";ES0105592002;MLSCI;"Euronext Access Paris";EUR;5.65;5.65;5.65;5.65;"24/03/2023 11:30";CET;1000;5650.00;-;-
"SCIUKER FRAMES";IT0005340051;SCK;"Euronext Growth Milan";EUR;6.52;6.64;6.48;6.62;"06/04/2023 17:35";CET;21074;138852.90;-;-
"SCOR SE";FR0010411983;SCR;"Euronext Paris";EUR;21.69;22.15;21.68;21.94;"06/04/2023 17:35";CET;329668;7237082.00;-;-
SCR-SIBELCO;BE0944264663;-;"Euronext Expert Market";EUR;4980.00;4980.00;4980.00;4980.00;"04/04/2023 11:30";CET;25;124500.00;-;-
"SEABIRD EXPLORAT";CY0101162119;SBX;"Oslo Børs";NOK;4.30;4.475;4.30;4.40;"05/04/2023 13:05";CET;814764;3599568.71;-;-
"SEACREST PETROLEO";BMG7947V2045;SEAPT;"Euronext Expand Oslo";NOK;12.50;13.00;11.80;12.35;"05/04/2023 13:05";CET;36247;446227.66;-;-
SEADRILL;BMG7997W1029;SDRL;"Oslo Børs";NOK;390.00;397.00;381.00;392.50;"05/04/2023 13:05";CET;93723;36631182.50;-;-
"SEAWAY 7";NO0010893803;SEAW7;"Euronext Growth Oslo";NOK;5.48;5.58;5.48;5.48;"05/04/2023 12:57";CET;88768;489962.10;-;-
SEBINO;IT0005413510;SEB;"Euronext Growth Milan";EUR;6.96;6.98;6.96;6.96;"06/04/2023 17:35";CET;28200;196572.00;-;-
"SECHE ENVIRONNEM.";FR0000039109;SCHP;"Euronext Paris";EUR;103.40;103.40;99.30;100.00;"06/04/2023 17:35";CET;3669;369415.50;-;-
SECO;IT0005438046;IOT;"Euronext Milan";EUR;5.045;5.175;5.005;5.065;"06/04/2023 17:35";CET;80126;406652.69;-;-
"SEGRO PLC";GB00B5ZN1N88;SGRO;"Euronext Paris";EUR;11.30;11.30;11.30;11.30;"07/04/2021 13:45";CET;500;5650.00;-;-
"SEIF SPA";IT0005353484;ALSEI;"Euronext Growth Paris";EUR;0.284;0.284;0.284;0.284;"31/10/2022 09:00";CET;1;0.28;-;-
SELCODIS;FR0000065492;SLCO;"Euronext Paris";EUR;0.29;0.29;0.29;0.29;"25/03/2009 00:00";CET;2074;601.46;-;-
SELECTIRENTE;FR0004175842;SELER;"Euronext Paris";EUR;99.50;99.50;99.50;99.50;"06/04/2023 11:30";CET;1;99.50;-;-
"SELF STORAGE GROUP";NO0010781206;SSG;"Oslo Børs";NOK;25.50;26.00;25.40;25.70;"05/04/2023 13:05";CET;301242;7831893.70;-;-
"SELVAAG BOLIG";NO0010612450;SBO;"Oslo Børs";NOK;39.20;39.20;38.35;38.85;"05/04/2023 13:05";CET;11583;447556.75;-;-
SEMAPA;PTSEM0AM0004;SEM;"Euronext Lisbon";EUR;13.70;14.00;13.70;13.90;"06/04/2023 21:35";BST;47139;652993.96;-;-
"SEMPLICEMENTE SpA";IT0005072811;MLSMP;"Euronext Access Paris";EUR;0.81;0.81;0.81;0.81;"05/08/2016 15:00";CET;100;81.00;-;-
SENSORION;FR0012596468;ALSEN;"Euronext Growth Paris";EUR;0.342;0.3545;0.342;0.3535;"06/04/2023 15:10";CET;7376;2589.15;-;-
"SEQUA PETROLEUM NV";NL0010623518;MLSEQ;"Euronext Access Paris";EUR;0.012;0.012;0.012;0.012;"06/04/2023 11:30";CET;1;0.01;-;-
"SEQUANA MEDICAL";BE0974340722;SEQUA;"Euronext Brussels";EUR;4.98;5.14;4.94;5.14;"06/04/2023 16:34";CET;10565;53465.72;-;-
"SERGEFERRARI GROUP";FR0011950682;SEFER;"Euronext Paris";EUR;14.20;14.38;13.98;14.02;"06/04/2023 17:35";CET;4334;61266.62;-;-
"SERI INDUSTRIAL";IT0005283640;SERI;"Euronext Milan";EUR;5.85;5.86;5.72;5.72;"06/04/2023 17:35";CET;57840;334011.04;-;-
"SERVIZI ITALIA";IT0003814537;SRI;"Euronext Milan";EUR;1.28;1.28;1.24;1.25;"06/04/2023 17:35";CET;14560;18261.04;-;-
SES;LU0088087324;SESG;"Euronext Paris";EUR;5.975;6.13;5.97;6.10;"06/04/2023 17:35";CET;395845;2407745.77;-;-
"SES IMAGOTAG";FR0010282822;SESL;"Euronext Paris";EUR;109.00;110.00;107.40;108.80;"06/04/2023 17:35";CET;15652;1698666.00;-;-
SESA;IT0004729759;SES;"Euronext Milan";EUR;119.00;120.20;117.10;117.90;"06/04/2023 17:35";CET;7131;841802.20;-;-
"SG COMPANY";IT0005337172;SGC;"Euronext Growth Milan";EUR;0.312;0.314;0.308;0.314;"06/04/2023 17:26";CET;61500;19072.50;-;-
"SHEDIR PHARMA G";IT0005379620;SHE;"Euronext Growth Milan";EUR;4.06;4.28;3.98;4.28;"06/04/2023 17:35";CET;19750;82220.00;-;-
"SHELF DRILLING";KYG236271055;SHLF;"Oslo Børs";NOK;25.50;25.60;25.05;25.15;"05/04/2023 13:05";CET;414722;10470157.30;-;-
"SHELF DRILLING NO";BMG236541097;SDNS;"Euronext Growth Oslo";NOK;28.20;28.30;28.20;28.30;"05/04/2023 09:19";CET;40;1128.10;-;-
"SHELL PLC";GB00BP6MXD84;SHELL;"Euronext Amsterdam";EUR;27.60;27.84;27.585;27.725;"06/04/2023 17:35";CET;8057535;222866118.74;-;-
SHOWROOMPRIVE;FR0013006558;SRP;"Euronext Paris";EUR;1.456;1.508;1.452;1.50;"06/04/2023 17:35";CET;49077;72650.26;-;-
SHURGARD;GG00BQZCBZ44;SHUR;"Euronext Brussels";EUR;45.00;45.79;45.00;45.64;"06/04/2023 17:35";CET;38848;1764938.58;-;-
SIAV;IT0005504128;SIAV;"Euronext Growth Milan";EUR;3.26;3.26;3.26;3.26;"04/04/2023 15:17";CET;1000;3260.00;-;-
SIDETRADE;FR0010202606;ALBFR;"Euronext Growth Paris";EUR;145.00;145.00;132.00;132.00;"06/04/2023 17:35";CET;805;111925.50;-;-
"SIEM OFFSHORE";KYG812291253;SIOFF;"Oslo Børs";NOK;23.00;23.65;21.55;22.85;"05/04/2023 13:05";CET;1407904;32084287.50;-;-
SIEMENS;DE0007236101;SIA;"Traded not listed Brussels";EUR;143.16;143.16;139.68;141.20;"06/04/2023 16:41";CET;539;76253.40;-;-
SIEMENS;DE0007236101;1SIE;BITGEM;EUR;144.00;144.00;140.24;141.00;"06/04/2023 16:23";CET;1380;195364.38;-;-
SIEMENS;DE0007236101;2SIE;"Euronext After Hours Milan";EUR;137.74;142.50;137.74;142.50;"01/02/2023 00:00";CET;63;8772.82;-;-
"SIEMENS ENERGY";DE000ENER6Y0;2ENR;"Euronext After Hours Milan";EUR;18.555;18.555;18.555;18.555;"01/02/2023 00:00";CET;2;37.11;-;-
"SIEMENS ENERGY";DE000ENER6Y0;1ENR;BITGEM;EUR;20.68;21.99;20.45;21.99;"06/04/2023 17:35";CET;371;7710.88;-;-
"SIF HOLDING";NL0011660485;SIFG;"Euronext Amsterdam";EUR;11.80;12.08;11.80;12.06;"06/04/2023 17:35";CET;5595;66942.86;-;-
"SIGNAUX GIROD";FR0000060790;ALGIR;"Euronext Growth Paris";EUR;13.00;13.00;12.90;13.00;"06/04/2023 17:35";CET;418;5426.50;-;-
"SIGNIFY NV";NL0011821392;LIGHT;"Euronext Amsterdam";EUR;28.16;28.24;27.52;27.79;"06/04/2023 17:35";CET;811584;22574337.77;-;-
SII;FR0000074122;SII;"Euronext Paris";EUR;49.45;49.50;49.05;49.35;"06/04/2023 17:35";CET;3422;168437.10;-;-
"SIKRI GROUP";NO0012548819;SIKRI;"Oslo Børs";NOK;8.02;8.22;7.90;8.22;"05/04/2023 11:33";CET;11739;94528.54;-;-
SILC;FR0010679365;MLSIL;"Euronext Access Paris";EUR;0.416;0.416;0.416;0.416;"22/03/2021 16:30";CET;150;62.40;-;-
SIMAT;CI0000000832;MLMAT;"Euronext Access Paris";EUR;2.20;2.20;2.20;2.20;"13/11/2019 11:30";CET;10;22.00;-;-
SIMINANS;BE0016250517;-;"Euronext Expert Market";EUR;23.40;23.40;23.40;23.40;"22/02/2022 11:30";CET;75;1755.00;-;-
"SINGULARITY FUTURE";US82935V2088;2SGLY;"Euronext After Hours Milan";EUR;-;-;-;-;-;CET;-;-;-;-
"SINGULARITY FUTURE";US82935V2088;1SGLY;BITGEM;EUR;1.00;1.00;1.00;1.00;"21/12/2022 00:00";CET;500;500.00;-;-
SIPEF;BE0003898187;SIP;"Euronext Brussels";EUR;61.30;61.40;61.00;61.10;"06/04/2023 17:35";CET;1051;64254.60;-;-
SIT;IT0005262149;SIT;"Euronext Milan";EUR;4.95;5.06;4.92;5.06;"06/04/2023 17:29";CET;27569;136939.76;-;-
"SKANDIA GREENPOWER";NO0010931207;SKAND;"Euronext Growth Oslo";NOK;0.435;0.435;0.393;0.40;"05/04/2023 12:29";CET;56349;22623.90;-;-
"SKUE SPAREBANK";NO0006001809;SKUE;"Oslo Børs";NOK;230.00;230.00;230.00;230.00;"05/04/2023 09:06";CET;30;6900.00;-;-
"SLIGRO FOOD GROUP";NL0000817179;SLIGR;"Euronext Amsterdam";EUR;15.82;15.94;15.78;15.80;"06/04/2023 17:35";CET;16571;262433.86;-;-
SMAIO;FR0014005I80;ALSMA;"Euronext Growth Paris";EUR;3.56;3.56;3.56;3.56;"06/04/2023 14:26";CET;54;192.24;-;-
SMALTO;FR0011131788;MLSML;"Euronext Access Paris";EUR;0.0185;0.02;0.0185;0.02;"06/04/2023 16:30";CET;1200;23.70;-;-
"SMALTO BSA";FR0010649228;SMLBS;"Euronext Access Paris";EUR;0.04;0.04;0.04;0.04;"27/12/2016 15:30";CET;115298;4611.92;-;-
"SMART GOOD THINGS";FR001400CDB7;MLSGT;"Euronext Access Paris";EUR;450.00;450.00;450.00;450.00;"06/04/2023 16:30";CET;102;45900.00;-;-
SMARTCRAFT;NO0011008971;SMCRT;"Oslo Børs";NOK;20.00;20.00;19.90;20.00;"05/04/2023 13:05";CET;3985;79580.30;-;-
"SMARTOPTICS GROUP";NO0011012502;SMOP;"Euronext Growth Oslo";NOK;29.00;29.00;28.40;28.40;"05/04/2023 13:05";CET;2934;84906.80;-;-
"SMARTPHOTO GROUP";BE0974323553;SMAR;"Euronext Brussels";EUR;29.30;29.70;29.30;29.70;"06/04/2023 16:00";CET;453;13453.70;-;-
SMCP;FR0013214145;SMCP;"Euronext Paris";EUR;7.87;7.91;7.80;7.84;"06/04/2023 17:35";CET;38939;305385.41;-;-
SMTPC;FR0004016699;ALTPC;"Euronext Growth Paris";EUR;27.00;27.00;26.80;27.00;"06/04/2023 16:43";CET;898;24180.80;-;-
"SMURFIT KAPPA GP";IE00B1RR8406;SK3;"Euronext Dublin";EUR;33.51;33.56;33.20;33.56;"06/04/2023 21:04";IST;405485;13557472.68;-;-
SNAM;IT0003153415;2SRG;"Euronext After Hours Milan";EUR;5.068;5.098;5.05;5.09;"05/04/2023 19:52";CET;12635;64159.36;-;-
SNAM;IT0003153415;SRG;"Euronext Milan";EUR;5.05;5.164;5.048;5.15;"06/04/2023 17:36";CET;5731202;29418767.23;-;-
"SNCB/NMBS -Jce/Gen";BE0010621481;-;"Euronext Expert Market";EUR;0.09;0.09;0.09;0.09;"12/04/2022 11:30";CET;1605;144.45;-;-
SNOWFLAKE;US8334451098;1SNOW;BITGEM;EUR;134.80;135.00;132.00;132.00;"06/04/2023 16:47";CET;224;30012.80;-;-
SNOWFLAKE;US8334451098;2SNOW;"Euronext After Hours Milan";EUR;-;-;-;-;-;CET;-;-;-;-
SNOWWORLD;NL0010627865;SNOW;"Euronext Amsterdam";EUR;10.50;10.50;10.50;10.50;"05/04/2023 14:23";CET;4540;47670.00;-;-
"SOC EDIT IL FATTO";IT0005353484;SEIF;"Euronext Growth Milan";EUR;0.212;0.212;0.20;0.204;"06/04/2023 13:59";CET;50000;10248.00;-;-
"SOC FRANC CASINOS";FR0010209809;SFCA;"Euronext Paris";EUR;1.98;1.98;1.98;1.98;"05/04/2023 11:30";CET;30;59.40;-;-
"SOCIETE GENERALE";FR0000130809;2GLE;"Euronext After Hours Milan";EUR;20.79;20.79;20.79;20.79;"15/03/2023 00:00";CET;176;3659.04;-;-
"SOCIETE GENERALE";FR0000130809;1GLE;BITGEM;EUR;21.235;21.39;21.235;21.39;"06/04/2023 14:50";CET;2055;43811.71;-;-
"SOCIETE GENERALE";FR0000130809;GLE;"Euronext Paris";EUR;21.145;21.445;21.095;21.39;"06/04/2023 17:38";CET;3004154;64130819.23;-;-
SOCLINPAR;QX0000022625;-;"Euronext Expert Market";EUR;21.78;21.78;21.78;21.78;"29/11/2016 11:30";CET;14;304.92;-;-
SODEXO;FR0000121220;SW;"Euronext Paris";EUR;100.00;100.60;98.24;99.32;"06/04/2023 17:35";CET;482051;47913002.96;-;-
SODITECH;FR0000078321;SEC;"Euronext Paris";EUR;1.68;1.68;1.68;1.68;"05/04/2023 11:30";CET;10;16.80;-;-
SOFINA;BE0003717312;SOF;"Euronext Brussels";EUR;207.00;209.80;206.60;209.80;"06/04/2023 17:35";CET;20680;4318202.60;-;-
SOFTEC;IT0004735327;YSFT;"Euronext Growth Milan";EUR;1.33;1.33;1.33;1.33;"06/04/2023 15:11";CET;900;1197.00;-;-
SOFTIMAT;BE0003773877;SOFT;"Euronext Growth Brussels";EUR;2.30;2.30;2.30;2.30;"06/04/2023 16:30";CET;250;575.00;-;-
SOFTLAB;IT0001469953;SFT;"Euronext Milan";EUR;1.925;1.925;1.925;1.925;"06/04/2023 14:26";CET;105;202.13;-;-
"SOFTOX SOLUTIONS";NO0010811961;SOFTX;"Euronext Growth Oslo";NOK;8.20;8.20;6.70;6.80;"05/04/2023 12:55";CET;9055;61499.30;-;-
SOGECLAIR;FR0000065864;SOG;"Euronext Paris";EUR;19.60;19.80;19.40;19.55;"06/04/2023 17:12";CET;1272;24893.35;-;-
SOGEFI;IT0000076536;SGF;"Euronext Milan";EUR;1.14;1.15;1.12;1.12;"06/04/2023 17:35";CET;50692;57367.53;-;-
"SOGN SPAREBANK";NO0006000603;SOGN;"Oslo Børs";NOK;162.00;163.00;162.00;162.00;"05/04/2023 12:41";CET;281;45523.00;-;-
SOITEC;FR0013227113;SOI;"Euronext Paris";EUR;138.80;140.20;138.15;139.70;"06/04/2023 17:35";CET;45137;6295240.70;-;-
SOL;IT0001206769;SOL;"Euronext Milan";EUR;26.10;26.20;25.75;25.80;"06/04/2023 17:35";CET;47686;1238311.85;-;-
"SOL CAP MANAG SIM";IT0005200248;SCM;"Euronext Growth Milan";EUR;3.00;3.04;2.90;3.04;"06/04/2023 12:25";CET;1200;3564.00;-;-
"SOLID WORLD GROUP";IT0005497893;S3D;"Euronext Growth Milan";EUR;6.62;6.80;6.44;6.58;"06/04/2023 17:35";CET;145500;956670.00;-;-
"SOLOCAL GROUP";FR00140006O9;LOCAL;"Euronext Paris";EUR;0.435;0.439;0.43;0.4305;"06/04/2023 17:35";CET;74612;32364.92;-;-
"SOLSTAD OFFSHORE";NO0003080608;SOFF;"Oslo Børs";NOK;32.22;32.22;29.00;29.10;"05/04/2023 13:05";CET;394924;11870105.94;-;-
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;2.386;2.42;2.302;2.336;"06/04/2023 17:35";CET;732813;1713971.85;-;-
"SOLVAC NOM(RETAIL)";BE0003545531;SOLV;"Euronext Brussels";EUR;113.00;113.00;111.00;111.00;"06/04/2023 17:35";CET;335;37260.00;-;-
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;103.80;104.35;102.90;103.50;"06/04/2023 17:35";CET;190401;19700890.90;-;-
"SOLVAY (CP 41)";BE0099887748;-;"Euronext Expert Market";EUR;48.00;48.00;48.00;48.00;"30/05/2017 11:30";CET;2;96.00;-;-
SOMEC;IT0005329815;SOM;"Euronext Milan";EUR;28.90;28.90;28.20;28.40;"06/04/2023 17:35";CET;919;26218.80;-;-
SONAE;PTSON0AM0001;SON;"Euronext Lisbon";EUR;0.98;1.00;0.98;0.999;"06/04/2023 21:36";BST;1477727;1468058.44;-;-
SONAECOM,SGPS;PTSNC0AM0006;SNC;"Euronext Lisbon";EUR;2.55;2.55;2.52;2.53;"06/04/2023 21:35";BST;53183;134243.63;-;-
SONAGI;PTSNG0AM0007;SNG;"Euronext Access Lisbon";EUR;4.00;4.00;4.00;4.00;"06/03/2023 21:30";BST;599;2396.00;-;-
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;188.20;190.50;187.60;189.80;"06/04/2023 17:35";CET;24001;4542989.50;-;-
SOSTRAVEL.COM;IT0005338675;SOS;"Euronext Growth Milan";EUR;1.055;1.065;1.025;1.04;"05/04/2023 17:29";CET;10500;10905.00;-;-
SPADEL;BE0003798155;SPA;"Euronext Brussels";EUR;162.00;162.00;162.00;162.00;"04/04/2023 16:30";CET;39;6318.00;-;-
"SPARBNK 68 GR NORD";NO0010887110;SB68;"Euronext Growth Oslo";NOK;161.00;161.00;161.00;161.00;"05/04/2023 11:48";CET;50;8050.00;-;-
"SPAREBANK 1 SMN";NO0006390301;MING;"Oslo Børs";NOK;124.00;124.00;122.00;123.00;"05/04/2023 13:05";CET;47389;5815306.20;-;-
"SPAREBANK 1 SR-BK";NO0010631567;SRBNK;"Oslo Børs";NOK;122.40;122.40;119.10;119.80;"05/04/2023 13:05";CET;95123;11408828.10;-;-
"SPAREBANK 1 SØRØ";NO0006000207;SOON;"Oslo Børs";NOK;49.90;49.90;49.80;49.80;"05/04/2023 13:05";CET;1760;87738.00;-;-
"SPAREBANKEN MØRE";NO0012483207;MORG;"Oslo Børs";NOK;77.40;78.02;77.11;78.00;"05/04/2023 13:05";CET;2660;207119.46;-;-
"SPAREBANKEN SØR";NO0006001502;SOR;"Oslo Børs";NOK;124.00;126.50;124.00;126.00;"05/04/2023 13:05";CET;5176;651898.00;-;-
"SPAREBANKEN VEST";NO0006000900;SVEG;"Oslo Børs";NOK;91.60;91.60;90.60;91.30;"05/04/2023 13:05";CET;32236;2936612.50;-;-
"SPAREBANKEN ØST";NO0006222009;SPOG;"Oslo Børs";NOK;45.20;45.70;44.40;44.40;"05/04/2023 13:05";CET;2504;112694.80;-;-
SPARTOO;FR00140043Y1;ALSPT;"Euronext Growth Paris";EUR;0.67;0.686;0.666;0.666;"06/04/2023 16:29";CET;62649;41992.24;-;-
"SPBK 1 NORDMØRE";NO0010691660;SNOR;"Oslo Børs";NOK;123.00;123.00;123.00;123.00;"04/04/2023 15:43";CET;55;6765.00;-;-
"SPBK 1 ØSTLANDET";NO0010751910;SPOL;"Oslo Børs";NOK;115.00;115.00;114.00;115.00;"05/04/2023 13:05";CET;18390;2106170.20;-;-
"SPBK1 HELGELAND";NO0010029804;HELG;"Oslo Børs";NOK;126.00;126.00;126.00;126.00;"05/04/2023 13:05";CET;395;49770.00;-;-
"SPBK1 NORD-NORGE";NO0006000801;NONG;"Oslo Børs";NOK;89.50;89.50;88.20;89.20;"05/04/2023 13:05";CET;94070;8350296.80;-;-
"SPBK1 RINGERIKE";NO0006390400;RING;"Oslo Børs";NOK;324.00;324.00;320.00;320.00;"05/04/2023 11:52";CET;150;48252.00;-;-
"SPBK1 ØSTFOLD AKE";NO0010285562;SOAG;"Oslo Børs";NOK;318.00;318.00;318.00;318.00;"05/04/2023 10:50";CET;200;63600.00;-;-
"SPEED RABBIT PIZZA";FR0000054371;MLSRP;"Euronext Access Paris";EUR;5.55;5.55;5.55;5.55;"16/03/2023 16:30";CET;4;22.20;-;-
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;26.38;26.66;26.38;26.48;"06/04/2023 17:35";CET;171607;4545035.98;-;-
SPINDOX;IT0005449522;SPN;"Euronext Growth Milan";EUR;8.80;8.80;8.80;8.80;"06/04/2023 13:32";CET;600;5280.00;-;-
SPINEGUARD;FR0011464452;ALSGD;"Euronext Growth Paris";EUR;0.805;0.86;0.792;0.852;"06/04/2023 17:35";CET;136087;111058.71;-;-
"SPINEGUARD BS";FR0014003UB4;SGDBS;"Euronext Growth Paris";EUR;0.008;0.008;0.0075;0.0075;"06/04/2023 09:33";CET;13600;108.53;-;-
SPINEWAY;FR001400BVK2;ALSPW;"Euronext Growth Paris";EUR;0.98;1.074;0.94;1.034;"06/04/2023 17:35";CET;57420;57732.00;-;-
SPORTING;PTSCP0AM0001;SCP;"Euronext Lisbon";EUR;0.755;0.755;0.755;0.755;"06/04/2023 20:30";BST;604;456.02;-;-
"SPR1 ORD SHARES";NL0015000NM7;SPR1;"Euronext Amsterdam";EUR;10.10;10.10;10.10;10.10;"10/01/2023 13:55";CET;219;2211.90;-;-
"SPR1T TREAS SHARES";NL0015000NL9;SPR1T;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-;-;-
"SPR1W WARRANTS";NL0015000NK1;SPR1W;"Euronext Amsterdam";EUR;0.25;0.25;0.22;0.22;"24/02/2022 17:35";CET;115000;27250.00;-;-
SQLI;FR0011289040;SQI;"Euronext Paris";EUR;42.00;42.00;41.60;41.60;"04/04/2023 17:18";CET;627;26161.80;-;-
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.1315;0.132;0.1285;0.131;"06/04/2023 17:35";CET;40620;5249.18;-;-
"ST GOBAIN IMB";BE0003279784;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
"ST GOBAIN NV 23";FR001400EB72;SGONV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;-;-
ST-PIETERS-LEEUW;BE0014199377;-;"Euronext Expert Market";EUR;15.18;15.18;15.18;15.18;"18/02/2020 11:30";CET;2;30.36;-;-
